student_id,amount,payment_date,method
ST02027,3000,2025-02-21,Mobile
ST02028,4000,2025-05-20,Bank Transfer
ST02029,4000,2025-06-02,Mobile
ST02030,4000,2025-03-08,Bank Transfer
ST02031,3000,2025-04-24,Bank Transfer
ST02032,4000,2025-07-02,Cash
ST02033,4000,2025-05-14,Cash
ST02034,3500,2025-07-17,Bank Transfer
ST02035,4000,2025-06-13,Bank Transfer
ST02036,4000,2025-07-02,Cash
ST02037,4000,2025-04-25,Bank Transfer
ST02038,3500,2025-06-01,Cash
ST02039,3000,2025-03-14,Mobile
ST02040,4000,2025-05-13,Bank Transfer
ST02041,3000,2025-01-20,Bank Transfer
ST02042,3000,2025-05-21,Bank Transfer
ST02043,3500,2025-05-07,Mobile
ST02044,3500,2025-01-23,Mobile
ST02045,3500,2025-07-08,Mobile
ST02046,3000,2025-06-10,Bank Transfer
ST02047,3000,2025-04-02,Mobile
ST02048,3000,2025-03-11,Bank Transfer
ST02049,3000,2025-07-04,Cash
ST02050,3500,2025-07-15,Mobile
ST02051,3000,2025-04-12,Mobile
ST02052,4000,2025-04-28,Bank Transfer
ST02053,3000,2025-04-27,Bank Transfer
ST02054,4000,2025-07-10,Mobile
ST02055,3500,2025-03-22,Cash
ST02056,3500,2025-01-14,Cash
ST02057,3000,2025-01-25,Mobile
ST02058,4000,2025-01-29,Bank Transfer
ST02059,3500,2025-02-06,Cash
ST02060,3500,2025-03-10,Bank Transfer
ST02061,3000,2025-07-02,Mobile
ST02062,4000,2025-02-22,Cash
ST02063,4000,2025-07-12,Mobile
ST02064,4000,2025-05-11,Cash
ST02065,3500,2025-01-10,Bank Transfer
ST02066,3000,2025-02-04,Mobile
ST02067,3000,2025-04-08,Cash
ST02068,4000,2025-01-15,Mobile
ST02069,3000,2025-02-17,Cash
ST02070,3000,2025-06-23,Mobile
ST02071,4000,2025-07-16,Bank Transfer
ST02072,3500,2025-01-01,Cash
ST02073,3500,2025-02-05,Mobile
ST02074,3500,2025-03-20,Bank Transfer
ST02075,3500,2025-07-10,Cash
ST02076,4000,2025-06-12,Bank Transfer
ST02077,3000,2025-01-16,Cash
ST02078,3000,2025-04-19,Cash
ST02079,3500,2025-05-14,Cash
ST02080,3000,2025-04-27,Cash
ST02081,3000,2025-01-02,Mobile
ST02082,3000,2025-01-19,Bank Transfer
ST02083,3500,2025-02-16,Cash
ST02084,3500,2025-03-05,Mobile
ST02085,3000,2025-02-07,Mobile
ST02086,3500,2025-03-11,Bank Transfer
ST02087,3000,2025-06-22,Bank Transfer
ST02088,3500,2025-04-13,Cash
ST02089,4000,2025-05-30,Mobile
ST02090,3000,2025-06-05,Mobile
ST02091,3500,2025-07-05,Mobile
ST02092,3500,2025-07-17,Cash
ST02093,3500,2025-06-07,Mobile
ST02094,3000,2025-04-22,Bank Transfer
ST02095,4000,2025-06-20,Cash
ST02096,3000,2025-05-11,Cash
ST02097,3000,2025-04-21,Mobile
ST02098,4000,2025-03-04,Mobile
ST02099,3500,2025-06-21,Bank Transfer
ST02100,4000,2025-03-14,Bank Transfer
ST02101,4000,2025-07-10,Cash
ST02102,3000,2025-01-04,Cash
ST02103,3000,2025-05-20,Mobile
ST02104,3500,2025-01-11,Mobile
ST02105,3000,2025-07-10,Cash
ST02106,3000,2025-06-08,Cash
ST02107,4000,2025-01-23,Cash
ST02108,3000,2025-06-02,Cash
ST02109,3500,2025-04-20,Bank Transfer
ST02110,4000,2025-02-16,Mobile
ST02111,3500,2025-05-26,Bank Transfer
ST02112,4000,2025-02-24,Bank Transfer
ST02113,3000,2025-07-14,Mobile
ST02114,3000,2025-06-16,Cash
ST02115,4000,2025-03-03,Bank Transfer
ST02116,4000,2025-03-16,Cash
ST02117,3000,2025-07-05,Bank Transfer
ST02118,4000,2025-01-14,Bank Transfer
ST02119,3500,2025-01-06,Mobile
ST02120,3000,2025-06-08,Mobile
ST02121,3000,2025-04-27,Cash
ST02122,3000,2025-05-29,Bank Transfer
ST02123,3000,2025-05-20,Mobile
ST02124,4000,2025-02-22,Cash
ST02125,4000,2025-02-25,Bank Transfer
ST02126,3500,2025-02-25,Bank Transfer
ST02127,4000,2025-04-26,Mobile
ST02128,4000,2025-02-21,Mobile
ST02129,4000,2025-01-31,Mobile
ST02130,3000,2025-02-18,Bank Transfer
ST02131,3000,2025-06-22,Cash
ST02132,3000,2025-05-14,Bank Transfer
ST02133,4000,2025-04-18,Bank Transfer
ST02134,4000,2025-03-04,Bank Transfer
ST02135,4000,2025-03-22,Cash
ST02136,3500,2025-06-28,Mobile
ST02137,3500,2025-02-22,Bank Transfer
ST02138,3000,2025-06-29,Mobile
ST02139,4000,2025-05-31,Cash
ST02140,3000,2025-02-25,Bank Transfer
ST02141,3500,2025-06-12,Cash
ST02142,3000,2025-03-29,Bank Transfer
ST02143,3500,2025-03-07,Cash
ST02144,3500,2025-02-04,Bank Transfer
ST02145,4000,2025-06-12,Cash
ST02146,4000,2025-02-27,Bank Transfer
ST02147,4000,2025-03-07,Bank Transfer
ST02148,4000,2025-05-17,Mobile
ST02149,4000,2025-01-29,Cash
ST02150,3500,2025-05-10,Cash
ST02151,4000,2025-01-27,Bank Transfer
ST02152,4000,2025-04-20,Cash
ST02153,4000,2025-04-13,Mobile
ST02154,3000,2025-02-17,Cash
ST02155,3500,2025-07-03,Bank Transfer
ST02156,3000,2025-04-09,Mobile
ST02157,3000,2025-07-17,Cash
ST02158,3500,2025-02-18,Bank Transfer
ST02159,4000,2025-02-23,Bank Transfer
ST02160,3000,2025-02-10,Mobile
ST02161,3500,2025-07-16,Cash
ST02162,4000,2025-01-02,Cash
ST02163,3500,2025-06-30,Bank Transfer
ST02164,3500,2025-05-31,Cash
ST02165,3000,2025-05-11,Mobile
ST02166,3500,2025-05-01,Cash
ST02167,3000,2025-04-06,Mobile
ST02168,3500,2025-04-26,Bank Transfer
ST02169,3500,2025-06-07,Cash
ST02170,3500,2025-06-12,Cash
ST02171,4000,2025-03-22,Bank Transfer
ST02172,4000,2025-03-09,Mobile
ST02173,4000,2025-02-19,Cash
ST02174,4000,2025-06-13,Mobile
ST02175,3500,2025-04-15,Cash
ST02176,3500,2025-02-19,Cash
ST02177,4000,2025-02-09,Mobile
ST02178,3000,2025-06-02,Cash
ST02179,3000,2025-03-22,Cash
ST02180,4000,2025-04-27,Mobile
ST02181,4000,2025-02-10,Mobile
ST02182,3000,2025-03-21,Mobile
ST02183,3000,2025-03-22,Mobile
ST02184,4000,2025-01-06,Cash
ST02185,3500,2025-01-01,Cash
ST02186,4000,2025-03-06,Cash
ST02187,3000,2025-05-31,Mobile
ST02188,3000,2025-05-18,Bank Transfer
ST02189,4000,2025-03-21,Bank Transfer
ST02190,3000,2025-04-07,Mobile
ST02191,3500,2025-07-10,Cash
ST02192,3500,2025-07-18,Bank Transfer
ST02193,4000,2025-03-06,Bank Transfer
ST02194,4000,2025-07-14,Mobile
ST02195,3000,2025-04-29,Bank Transfer
ST02196,3000,2025-01-30,Cash
ST02197,3500,2025-06-25,Cash
ST02198,3500,2025-01-03,Cash
ST02199,3500,2025-01-28,Cash
ST02200,4000,2025-02-27,Mobile
ST02201,4000,2025-02-21,Cash
ST02202,4000,2025-04-20,Cash
ST02203,3500,2025-01-22,Mobile
ST02204,4000,2025-06-20,Bank Transfer
ST02205,3500,2025-02-12,Cash
ST02206,4000,2025-05-12,Bank Transfer
ST02207,4000,2025-06-01,Bank Transfer
ST02208,4000,2025-02-13,Mobile
ST02209,3000,2025-05-18,Bank Transfer
ST02210,3000,2025-02-13,Bank Transfer
ST02211,3000,2025-04-25,Bank Transfer
ST02212,3000,2025-01-11,Mobile
ST02213,3500,2025-06-01,Bank Transfer
ST02214,4000,2025-03-12,Cash
ST02215,4000,2025-03-27,Mobile
ST02216,3500,2025-01-14,Bank Transfer
ST02217,3000,2025-02-06,Cash
ST02218,4000,2025-06-21,Bank Transfer
ST02219,4000,2025-01-30,Cash
ST02220,4000,2025-06-20,Bank Transfer
ST02221,3000,2025-01-02,Bank Transfer
ST02222,3500,2025-03-08,Cash
ST02223,3500,2025-05-18,Bank Transfer
ST02224,3500,2025-05-18,Cash
ST02225,3500,2025-02-12,Cash
ST02226,4000,2025-05-07,Mobile
ST02227,4000,2025-03-07,Mobile
ST02228,4000,2025-01-13,Cash
ST02229,3000,2025-06-18,Mobile
ST02230,4000,2025-04-13,Bank Transfer
ST02231,3500,2025-01-10,Bank Transfer
ST02232,3000,2025-01-21,Bank Transfer
ST02233,3500,2025-02-25,Bank Transfer
ST02234,3500,2025-01-25,Bank Transfer
ST02235,3000,2025-04-17,Mobile
ST02236,3500,2025-04-26,Cash
ST02237,4000,2025-05-28,Cash
ST02238,4000,2025-03-24,Bank Transfer
ST02239,3000,2025-06-27,Bank Transfer
ST02240,4000,2025-03-21,Cash
ST02241,3500,2025-04-15,Mobile
ST02242,4000,2025-06-27,Mobile
ST02243,3000,2025-06-01,Mobile
ST02244,3000,2025-02-07,Cash
ST02245,4000,2025-01-23,Bank Transfer
ST02246,4000,2025-01-23,Cash
ST02247,3000,2025-03-15,Mobile
ST02248,4000,2025-02-03,Mobile
ST02249,4000,2025-07-10,Mobile
ST02250,3000,2025-07-16,Mobile
ST02251,3000,2025-06-23,Bank Transfer
ST02252,3500,2025-04-17,Bank Transfer
ST02253,3500,2025-04-22,Mobile
ST02254,4000,2025-02-25,Mobile
ST02255,3000,2025-05-13,Bank Transfer
ST02256,4000,2025-02-17,Cash
ST02257,3000,2025-01-22,Bank Transfer
ST02258,4000,2025-05-09,Mobile
ST02259,3000,2025-06-28,Bank Transfer
ST02260,3500,2025-02-10,Mobile
ST02261,4000,2025-02-02,Cash
ST02262,4000,2025-05-17,Bank Transfer
ST02263,3500,2025-03-21,Cash
ST02264,3500,2025-02-26,Mobile
ST02265,3500,2025-06-29,Cash
ST02266,3500,2025-04-04,Bank Transfer
ST02267,3000,2025-01-01,Mobile
ST02268,3000,2025-04-30,Bank Transfer
ST02269,4000,2025-02-18,Mobile
ST02270,3000,2025-03-28,Bank Transfer
ST02271,4000,2025-01-11,Cash
ST02272,3000,2025-05-27,Bank Transfer
ST02273,3000,2025-01-19,Bank Transfer
ST02274,3000,2025-05-04,Cash
ST02275,4000,2025-01-11,Mobile
ST02276,3500,2025-04-19,Cash
ST02277,3500,2025-01-01,Bank Transfer
ST02278,3500,2025-04-06,Bank Transfer
ST02279,4000,2025-02-09,Mobile
ST02280,4000,2025-05-13,Mobile
ST02281,3000,2025-03-15,Mobile
ST02282,3500,2025-06-08,Mobile
ST02283,3000,2025-01-19,Bank Transfer
ST02284,3500,2025-04-07,Cash
ST02285,4000,2025-01-22,Mobile
ST02286,3000,2025-03-22,Mobile
ST02287,4000,2025-07-13,Mobile
ST02288,4000,2025-02-09,Bank Transfer
ST02289,3500,2025-02-02,Cash
ST02290,3500,2025-03-05,Mobile
ST02291,4000,2025-03-24,Bank Transfer
ST02292,4000,2025-01-19,Bank Transfer
ST02293,3000,2025-05-10,Bank Transfer
ST02294,3500,2025-07-20,Mobile
ST02295,3000,2025-04-06,Mobile
ST02296,3500,2025-01-13,Bank Transfer
ST02297,3500,2025-06-18,Bank Transfer
ST02298,3000,2025-03-15,Mobile
ST02299,3000,2025-01-14,Mobile
ST02300,4000,2025-02-08,Cash
ST02301,4000,2025-02-20,Mobile
ST02302,3000,2025-01-31,Bank Transfer
ST02303,4000,2025-02-12,Cash
ST02304,3000,2025-01-02,Mobile
ST02305,3500,2025-05-04,Bank Transfer
ST02306,3000,2025-05-21,Bank Transfer
ST02307,4000,2025-04-27,Mobile
ST02308,3500,2025-01-14,Bank Transfer
ST02309,4000,2025-02-04,Bank Transfer
ST02310,3500,2025-02-24,Bank Transfer
ST02311,3000,2025-06-26,Mobile
ST02312,3000,2025-03-02,Cash
ST02313,3500,2025-07-18,Cash
ST02314,3500,2025-03-31,Bank Transfer
ST02315,3500,2025-03-28,Bank Transfer
ST02316,4000,2025-01-27,Mobile
ST02317,4000,2025-03-09,Bank Transfer
ST02318,3500,2025-04-19,Bank Transfer
ST02319,4000,2025-03-23,Bank Transfer
ST02320,3500,2025-03-31,Mobile
ST02321,3000,2025-03-06,Cash
ST02322,4000,2025-04-18,Bank Transfer
ST02323,3500,2025-04-16,Mobile
ST02324,3000,2025-01-11,Mobile
ST02325,3000,2025-05-08,Mobile
ST02326,3000,2025-04-24,Cash
ST02327,3500,2025-02-20,Bank Transfer
ST02328,3500,2025-04-14,Mobile
ST02329,3000,2025-04-06,Mobile
ST02330,3500,2025-04-14,Cash
ST02331,4000,2025-02-20,Cash
ST02332,3500,2025-06-17,Bank Transfer
ST02333,3000,2025-06-19,Mobile
ST02334,4000,2025-06-02,Cash
ST02335,4000,2025-03-31,Bank Transfer
ST02336,3000,2025-06-21,Bank Transfer
ST02337,3000,2025-05-05,Bank Transfer
ST02338,3500,2025-02-24,Cash
ST02339,4000,2025-03-17,Bank Transfer
ST02340,4000,2025-02-09,Mobile
ST02341,3000,2025-02-05,Mobile
ST02342,3500,2025-01-19,Cash
ST02343,4000,2025-03-20,Bank Transfer
ST02344,3500,2025-03-19,Cash
ST02345,4000,2025-04-24,Bank Transfer
ST02346,3500,2025-07-20,Cash
ST02347,4000,2025-05-15,Bank Transfer
ST02348,4000,2025-02-18,Cash
ST02349,3500,2025-04-09,Mobile
ST02350,4000,2025-06-08,Cash
ST02351,4000,2025-03-25,Bank Transfer
ST02352,4000,2025-07-07,Cash
ST02353,3500,2025-02-18,Mobile
ST02354,3500,2025-03-09,Mobile
ST02355,4000,2025-04-27,Cash
ST02356,3000,2025-04-03,Cash
ST02357,4000,2025-01-09,Bank Transfer
ST02358,3500,2025-04-16,Cash
ST02359,4000,2025-03-02,Cash
ST02360,3000,2025-06-15,Mobile
ST02361,3500,2025-06-23,Bank Transfer
ST02362,4000,2025-04-21,Bank Transfer
ST02363,3000,2025-06-06,Mobile
ST02364,3000,2025-06-16,Bank Transfer
ST02365,4000,2025-07-03,Bank Transfer
ST02366,3500,2025-04-30,Cash
ST02367,3500,2025-07-01,Cash
ST02368,3500,2025-06-11,Bank Transfer
ST02369,3000,2025-01-17,Mobile
ST02370,3000,2025-05-23,Bank Transfer
ST02371,3500,2025-07-13,Cash
ST02372,3500,2025-07-20,Cash
ST02373,4000,2025-02-06,Mobile
ST02374,3500,2025-07-17,Mobile
ST02375,4000,2025-03-12,Mobile
ST02376,4000,2025-04-18,Cash
ST02377,3000,2025-02-02,Cash
ST02378,3500,2025-01-19,Cash
ST02379,3000,2025-06-04,Bank Transfer
ST02380,3000,2025-07-14,Cash
ST02381,3000,2025-06-06,Bank Transfer
ST02382,3500,2025-04-12,Mobile
ST02383,4000,2025-02-06,Cash
ST02384,3000,2025-02-22,Bank Transfer
ST02385,4000,2025-04-20,Cash
ST02386,3500,2025-07-05,Bank Transfer
ST02387,3500,2025-01-17,Cash
ST02388,4000,2025-04-26,Cash
ST02389,4000,2025-07-06,Mobile
ST02390,3500,2025-01-01,Mobile
ST02391,3000,2025-04-26,Cash
ST02392,4000,2025-06-22,Cash
ST02393,3500,2025-02-10,Cash
ST02394,3500,2025-07-13,Mobile
ST02395,4000,2025-05-24,Bank Transfer
ST02396,3000,2025-01-11,Bank Transfer
ST02397,3000,2025-01-18,Cash
ST02398,4000,2025-04-13,Cash
ST02399,3500,2025-04-07,Bank Transfer
ST02400,4000,2025-03-13,Cash
ST02401,3500,2025-06-17,Bank Transfer
ST02402,3000,2025-01-30,Mobile
ST02403,3500,2025-01-22,Mobile
ST02404,4000,2025-05-01,Bank Transfer
ST02405,3500,2025-07-07,Bank Transfer
ST02406,4000,2025-04-06,Mobile
ST02407,4000,2025-02-01,Bank Transfer
ST02408,3500,2025-02-15,Cash
ST02409,4000,2025-03-27,Bank Transfer
ST02410,4000,2025-05-17,Mobile
ST02411,4000,2025-03-09,Mobile
ST02412,3500,2025-02-05,Bank Transfer
ST02413,3000,2025-05-13,Mobile
ST02414,3500,2025-04-06,Mobile
ST02415,3500,2025-05-27,Mobile
ST02416,4000,2025-04-26,Bank Transfer
ST02417,4000,2025-03-20,Bank Transfer
ST02418,3500,2025-01-07,Cash
ST02419,3500,2025-07-15,Bank Transfer
ST02420,3500,2025-06-14,Mobile
ST02421,3500,2025-07-09,Bank Transfer
ST02422,4000,2025-05-24,Cash
ST02423,4000,2025-03-10,Mobile
ST02424,3500,2025-04-07,Cash
ST02425,3000,2025-06-29,Mobile
ST02426,3000,2025-07-20,Cash
ST02427,3000,2025-01-29,Mobile
ST02428,4000,2025-05-05,Cash
ST02429,3500,2025-05-23,Bank Transfer
ST02430,3500,2025-07-07,Mobile
ST02431,4000,2025-02-13,Bank Transfer
ST02432,3500,2025-03-18,Bank Transfer
ST02433,4000,2025-05-21,Mobile
ST02434,3500,2025-04-21,Bank Transfer
ST02435,3500,2025-05-17,Mobile
ST02436,3000,2025-04-02,Mobile
ST02437,3500,2025-06-06,Mobile
ST02438,3500,2025-06-19,Mobile
ST02439,4000,2025-04-20,Bank Transfer
ST02440,4000,2025-04-02,Mobile
ST02441,3500,2025-02-14,Cash
ST02442,3500,2025-04-11,Cash
ST02443,4000,2025-03-25,Bank Transfer
ST02444,4000,2025-03-14,Bank Transfer
ST02445,4000,2025-01-12,Cash
ST02446,4000,2025-02-27,Bank Transfer
ST02447,3000,2025-07-13,Mobile
ST02448,3500,2025-04-01,Bank Transfer
ST02449,3000,2025-07-16,Mobile
ST02450,3000,2025-01-21,Mobile
ST02451,3000,2025-01-03,Cash
ST02452,4000,2025-05-03,Bank Transfer
ST02453,3500,2025-02-05,Bank Transfer
ST02454,3500,2025-03-22,Cash
ST02455,3000,2025-03-07,Cash
ST02456,3500,2025-05-09,Bank Transfer
ST02457,3000,2025-02-18,Cash
ST02458,3000,2025-06-26,Bank Transfer
ST02459,4000,2025-06-07,Cash
ST02460,4000,2025-06-14,Bank Transfer
ST02461,4000,2025-05-07,Bank Transfer
ST02462,4000,2025-03-18,Bank Transfer
ST02463,3000,2025-01-10,Cash
ST02464,3000,2025-04-23,Cash
ST02465,4000,2025-05-05,Cash
ST02466,3500,2025-05-27,Cash
ST02467,3500,2025-05-30,Cash
ST02468,3500,2025-06-01,Mobile
ST02469,3500,2025-05-22,Cash
ST02470,3000,2025-01-19,Bank Transfer
ST02471,4000,2025-04-02,Bank Transfer
ST02472,4000,2025-05-13,Cash
ST02473,4000,2025-06-02,Bank Transfer
ST02474,3000,2025-05-28,Mobile
ST02475,3500,2025-07-12,Cash
ST02476,4000,2025-06-13,Cash
ST02477,4000,2025-03-30,Mobile
ST02478,3500,2025-03-31,Cash
ST02479,3500,2025-07-02,Bank Transfer
ST02480,3500,2025-05-15,Mobile
ST02481,4000,2025-03-13,Bank Transfer
ST02482,3000,2025-07-11,Bank Transfer
ST02483,4000,2025-02-09,Bank Transfer
ST02484,3000,2025-01-06,Mobile
ST02485,3500,2025-02-16,Bank Transfer
ST02486,3500,2025-05-10,Mobile
ST02487,4000,2025-02-21,Bank Transfer
ST02488,3000,2025-03-15,Mobile
ST02489,3500,2025-06-11,Bank Transfer
ST02490,4000,2025-01-29,Cash
ST02491,4000,2025-06-17,Cash
ST02492,3500,2025-02-02,Cash
ST02493,4000,2025-07-12,Cash
ST02494,4000,2025-03-07,Bank Transfer
ST02495,3000,2025-05-23,Cash
ST02496,4000,2025-04-22,Cash
ST02497,4000,2025-05-18,Bank Transfer
ST02498,3500,2025-04-25,Cash
ST02499,3000,2025-05-25,Bank Transfer
ST02500,3500,2025-07-05,Bank Transfer
ST02501,4000,2025-06-29,Mobile
ST02502,4000,2025-04-23,Mobile
ST02503,3500,2025-06-06,Cash
ST02504,4000,2025-06-15,Bank Transfer
ST02505,3500,2025-03-31,Bank Transfer
ST02506,3500,2025-07-18,Cash
ST02507,3000,2025-04-04,Mobile
ST02508,4000,2025-01-11,Cash
ST02509,3000,2025-01-13,Cash
ST02510,4000,2025-01-29,Mobile
ST02511,3500,2025-06-13,Mobile
ST02512,4000,2025-03-16,Cash
ST02513,3000,2025-02-11,Cash
ST02514,3000,2025-04-02,Bank Transfer
ST02515,3500,2025-01-02,Cash
ST02516,3500,2025-03-08,Cash
ST02517,3500,2025-05-06,Bank Transfer
ST02518,3000,2025-07-09,Cash
ST02519,3500,2025-05-17,Bank Transfer
ST02520,3000,2025-04-27,Mobile
ST02521,3500,2025-05-07,Cash
ST02522,3500,2025-05-12,Bank Transfer
ST02523,4000,2025-01-01,Bank Transfer
ST02524,3000,2025-06-25,Mobile
ST02525,3000,2025-02-01,Bank Transfer
ST02526,3500,2025-05-24,Cash
ST02527,3500,2025-05-27,Mobile
ST02528,4000,2025-04-17,Cash
ST02529,3500,2025-04-24,Mobile
ST02530,3500,2025-05-01,Cash
ST02531,3000,2025-01-15,Mobile
ST02532,4000,2025-05-08,Bank Transfer
ST02533,3500,2025-02-15,Cash
ST02534,3500,2025-05-07,Bank Transfer
ST02535,3500,2025-03-16,Mobile
ST02536,3500,2025-03-02,Mobile
ST02537,3500,2025-07-15,Mobile
ST02538,4000,2025-02-02,Bank Transfer
ST02539,3000,2025-04-23,Cash
ST02540,3500,2025-01-04,Mobile
ST02541,3500,2025-03-07,Cash
ST02542,3000,2025-01-21,Mobile
ST02543,4000,2025-05-01,Cash
ST02544,4000,2025-07-10,Cash
ST02545,4000,2025-06-19,Cash
ST02546,4000,2025-03-22,Mobile
ST02547,4000,2025-05-12,Cash
ST02548,3500,2025-06-25,Mobile
ST02549,3500,2025-04-29,Mobile
ST02550,3500,2025-05-22,Cash
ST02551,3000,2025-05-08,Cash
ST02552,3000,2025-06-13,Mobile
ST02553,3500,2025-06-23,Bank Transfer
ST02554,3500,2025-03-25,Bank Transfer
ST02555,3500,2025-05-30,Cash
ST02556,3500,2025-07-02,Mobile
ST02557,4000,2025-01-08,Mobile
ST02558,3500,2025-03-30,Bank Transfer
ST02559,4000,2025-01-25,Mobile
ST02560,4000,2025-06-14,Cash
ST02561,3000,2025-06-24,Cash
ST02562,3500,2025-03-03,Cash
ST02563,3000,2025-01-10,Mobile
ST02564,3500,2025-01-06,Mobile
ST02565,3500,2025-06-22,Cash
ST02566,4000,2025-06-23,Mobile
ST02567,3000,2025-07-15,Cash
ST02568,3500,2025-03-09,Bank Transfer
ST02569,3500,2025-07-18,Cash
ST02570,3000,2025-06-04,Mobile
ST02571,3000,2025-03-06,Bank Transfer
ST02572,4000,2025-01-27,Cash
ST02573,3000,2025-06-16,Bank Transfer
ST02574,4000,2025-02-09,Bank Transfer
ST02575,4000,2025-04-05,Bank Transfer
ST02576,3500,2025-02-12,Cash
ST02577,3500,2025-02-17,Bank Transfer
ST02578,4000,2025-03-24,Cash
ST02579,3500,2025-01-16,Bank Transfer
ST02580,4000,2025-02-24,Cash
ST02581,4000,2025-05-19,Cash
ST02582,4000,2025-01-16,Cash
ST02583,4000,2025-04-05,Mobile
ST02584,3000,2025-01-20,Mobile
ST02585,4000,2025-07-18,Cash
ST02586,3000,2025-03-10,Cash
ST02587,4000,2025-02-02,Bank Transfer
ST02588,4000,2025-07-07,Bank Transfer
ST02589,3500,2025-02-07,Cash
ST02590,3000,2025-07-12,Bank Transfer
ST02591,4000,2025-04-23,Bank Transfer
ST02592,3500,2025-03-29,Mobile
ST02593,3000,2025-03-10,Cash
ST02594,3500,2025-03-30,Bank Transfer
ST02595,4000,2025-06-29,Bank Transfer
ST02596,3500,2025-06-01,Bank Transfer
ST02597,3500,2025-06-30,Bank Transfer
ST02598,4000,2025-02-08,Mobile
ST02599,4000,2025-06-14,Cash
ST02600,3500,2025-03-18,Cash
ST02601,4000,2025-01-08,Mobile
ST02602,3500,2025-03-26,Bank Transfer
ST02603,3000,2025-05-06,Cash
ST02604,4000,2025-02-17,Bank Transfer
ST02605,3500,2025-04-19,Mobile
ST02606,4000,2025-07-13,Cash
ST02607,3000,2025-07-13,Bank Transfer
ST02608,4000,2025-05-31,Mobile
ST02609,3000,2025-06-11,Cash
ST02610,3500,2025-01-14,Bank Transfer
ST02611,4000,2025-02-02,Mobile
ST02612,3000,2025-06-21,Mobile
ST02613,3000,2025-03-23,Mobile
ST02614,3000,2025-03-07,Bank Transfer
ST02615,3000,2025-02-27,Bank Transfer
ST02616,3000,2025-05-23,Mobile
ST02617,3500,2025-07-14,Bank Transfer
ST02618,3500,2025-07-10,Mobile
ST02619,4000,2025-06-17,Cash
ST02620,4000,2025-04-11,Mobile
ST02621,3000,2025-05-29,Cash
ST02622,3500,2025-07-06,Cash
ST02623,3500,2025-06-03,Bank Transfer
ST02624,4000,2025-05-05,Cash
ST02625,3000,2025-05-26,Mobile
ST02626,4000,2025-03-23,Bank Transfer
ST02627,4000,2025-03-19,Cash
ST02628,3500,2025-03-31,Cash
ST02629,3000,2025-04-03,Mobile
ST02630,3000,2025-04-28,Bank Transfer
ST02631,4000,2025-05-26,Bank Transfer
ST02632,3500,2025-05-18,Mobile
ST02633,3000,2025-06-22,Bank Transfer
ST02634,3000,2025-04-06,Mobile
ST02635,3500,2025-03-24,Cash
ST02636,3000,2025-05-29,Mobile
ST02637,3000,2025-03-14,Bank Transfer
ST02638,3000,2025-03-28,Bank Transfer
ST02639,3000,2025-05-30,Bank Transfer
ST02640,3000,2025-06-02,Cash
ST02641,4000,2025-01-13,Cash
ST02642,3500,2025-02-02,Bank Transfer
ST02643,4000,2025-07-08,Bank Transfer
ST02644,3000,2025-04-04,Bank Transfer
ST02645,3000,2025-04-26,Mobile
ST02646,4000,2025-04-12,Cash
ST02647,4000,2025-05-11,Mobile
ST02648,3500,2025-07-08,Cash
ST02649,3500,2025-04-04,Bank Transfer
ST02650,4000,2025-07-07,Bank Transfer
ST02651,4000,2025-01-18,Cash
ST02652,3500,2025-07-02,Cash
ST02653,4000,2025-04-06,Bank Transfer
ST02654,4000,2025-05-31,Cash
ST02655,3000,2025-06-17,Bank Transfer
ST02656,3500,2025-06-15,Bank Transfer
ST02657,4000,2025-03-03,Mobile
ST02658,3500,2025-04-03,Mobile
ST02659,3500,2025-05-26,Bank Transfer
ST02660,3500,2025-03-02,Bank Transfer
ST02661,4000,2025-05-29,Bank Transfer
ST02662,3500,2025-02-21,Bank Transfer
ST02663,3000,2025-01-02,Cash
ST02664,4000,2025-04-29,Cash
ST02665,4000,2025-03-07,Mobile
ST02666,4000,2025-07-07,Mobile
ST02667,3000,2025-03-08,Cash
ST02668,4000,2025-02-25,Mobile
ST02669,4000,2025-04-02,Mobile
ST02670,3500,2025-01-27,Cash
ST02671,3000,2025-02-04,Mobile
ST02672,3000,2025-07-09,Mobile
ST02673,3500,2025-03-10,Cash
ST02674,3000,2025-02-23,Bank Transfer
ST02675,4000,2025-07-19,Cash
ST02676,3500,2025-04-04,Cash
ST02677,3500,2025-02-06,Cash
ST02678,3000,2025-04-20,Mobile
ST02679,3000,2025-03-26,Mobile
ST02680,3500,2025-05-16,Bank Transfer
ST02681,4000,2025-05-07,Bank Transfer
ST02682,3000,2025-05-09,Bank Transfer
ST02683,3500,2025-04-27,Mobile
ST02684,3000,2025-06-22,Mobile
ST02685,4000,2025-06-26,Mobile
ST02686,4000,2025-05-18,Mobile
ST02687,4000,2025-04-26,Bank Transfer
ST02688,4000,2025-01-03,Mobile
ST02689,3500,2025-01-05,Bank Transfer
ST02690,3000,2025-06-03,Cash
ST02691,4000,2025-02-28,Cash
ST02692,3500,2025-02-11,Cash
ST02693,3000,2025-06-03,Bank Transfer
ST02694,4000,2025-04-27,Cash
ST02695,4000,2025-06-19,Cash
ST02696,4000,2025-03-26,Bank Transfer
ST02697,3000,2025-05-20,Mobile
ST02698,3500,2025-06-09,Cash
ST02699,3000,2025-06-17,Bank Transfer
ST02700,3500,2025-06-10,Bank Transfer
